name,price,original_price,discount,rating,review_count,sales_count,inventory_status,brand_name,seller_name,categories,short_description,link
"Quạt đứng Toshiba F-LSD30(W)VN - Điều khiển từ xa núm xoay vô cực - 9 cánh - DC inverter tiết kiệm điện 70% - Cảm biến nhiệt độ - Màn hình LED hiển thị - Hàng chính hãng, bảo hành 12 tháng, chất lượng Nhật Bản",2329000,2790000,17,1.0,1,2,N/A,N/A,Gia Dụng Lạc Khải,,N/A,https://tiki.vn/quat-dung-toshiba-f-lsd30-w-vn-dieu-khien-tu-xa-num-xoay-vo-cuc-9-canh-dc-inverter-tiet-kiem-dien-70-cam-bien-nhiet-do-man-hinh-led-hien-thi-hang-chinh-hang-bao-hanh-12-thang-cha-t-luo-ng-nha-t-ba-n-p272967272.html?spid=272967273
"Quạt tích điện DSHJ-S-2114 Sothing Xiangwu kẹp bàn, Pin 4000mAh, góc xoay ngang 60 độ- Hàng chính hãng",208000,208000,0,0.0,0,0,N/A,N/A,SOTHING Xiangwu Official store,,N/A,https://tiki.vn/quat-tich-dien-dshj-s-2114-sothing-xiangwu-kep-ban-pin-4000mah-goc-xoay-ngang-60-do-hang-chinh-hang-p263395246.html?spid=263395250
"Quạt sạc tích điện kèm đèn led siêu mát, có 3 tốc độ gió, loại lớn DP 7627 - hàng chính hãng",295000,355000,17,0.0,0,0,N/A,N/A,Tin Học Hoàng Kim,,N/A,https://tiki.vn/quat-sac-tich-dien-kem-den-led-sieu-mat-co-3-toc-do-gio-loai-lon-dp-7627-hang-chinh-hang-p275837503.html?spid=275837504
"Quạt đứng tích điện năng lượng mặt trời có remote, sạc được bằng điện 220V DMT Solar SA-S008 công suất 25W - Hàng nhập khẩu",1485000,1490000,0,0.0,0,0,N/A,N/A,DMT Solar,,N/A,https://tiki.vn/quat-du-ng-tich-dien-nang-luong-mat-troi-gia-re-co-remote-sa-c-duo-c-ba-ng-die-n-220v-sa-s008-cong-sua-t-25w-ha-ng-nha-p-kha-u-p275508036.html?spid=275508037
"Quạt Điều Hòa Làm Mát Không Khí Galen G020 Công Suất 65W, Công Nghệ Nhật Bản, Tiết Kiệm Điện Năng - Hàng Chính Hãng",999900,1998571,50,4.5,5,15,N/A,N/A,Smart House Store,,N/A,https://tiki.vn/quat-dieu-hoa-lam-mat-khong-khi-galen-g020-cong-suat-65w-cong-nghe-nhat-ban-tiet-kiem-dien-nang-p252038269.html?spid=252038270
"Quạt Cầm Tay Cao Cấp Vinbuy Tích Điện Tiện Lợi Kèm Cáp Sạc Và Pin Có Tặng Chân Đế Tích Hợp Giá Đỡ Điện Thoại, 3 Chế Độ Gió Siêu Mát Siêu Bền - Hàng chính hãng VinBuy",165000,299000,45,4.7,44,252,N/A,N/A,VinBuy,,N/A,https://tiki.vn/quat-cam-tay-cao-cap-vinbuy-tich-dien-tien-loi-kem-cap-sac-va-pin-co-tang-chan-de-tich-hop-gia-do-dien-thoai-3-che-do-gio-sieu-mat-sieu-ben-hang-chinh-hang-vinbuy-p95052954.html?spid=95052960
Hàng Chính Hãng Quạt Tuần Hoàn Không Khí PCF-C18TC Tiết Kiệm Điện Vận Hành Êm Ái - Nội Địa Nhật,2474000,2474000,0,0.0,0,0,N/A,N/A,gianhangnhapkhau,,N/A,https://tiki.vn/chinh-hang-quat-tuan-hoan-khong-khi-pcf-c18tc-tiet-kiem-dien-van-hanh-em-ai-noi-dia-nhat-p275444680.html?spid=275444681
"Quạt Trần Có Đèn LED, Có Điều Từ Xa Động Cơ DC 2 Chiều Gió Tiết Kiệm Điện - Hàng chính hãng Klasse",1600000,1600000,0,0.0,0,0,N/A,N/A,Đại Việt Gold,,N/A,https://tiki.vn/quat-tran-co-den-led-co-dieu-tu-xa-dong-co-dc-2-chieu-gio-tiet-kiem-dien-hang-chinh-hang-klasse-p275387749.html?spid=275037799
Quạt Kẹp Tích Điện 9Baby Pin Siêu Khủng 6400mah Thoải Mái 2 Ngày Với 4 Tốc Độ - Hàng chính hãng,295000,395000,25,0.0,0,0,N/A,N/A,Minhlam Store,,N/A,https://tiki.vn/quat-kep-tich-dien-9baby-pin-sieu-khung-6400mah-thoai-mai-2-ngay-voi-4-toc-do-hang-chinh-hang-p275587880.html?spid=275587881
"Quạt cầm tay mini siêu mát Rhino F402 tích điện với 3 mức độ gió, kèm đế, lượng pin cao - Hàng chính hãng",152640,159000,4,0.0,0,4,N/A,N/A,Rhino Official Store,,N/A,https://tiki.vn/quat-cam-tay-mini-sieu-mat-rhino-f402-tich-dien-voi-3-muc-do-gio-kem-de-luong-pin-cao-hang-chinh-hang-p275240243.html?spid=275240244
